"","fluregion","year","week","date","cases","h1","h3","h5","h1n1","a_total","b_total","processed_samples","inf_a_prop","inf_b_prop","pop","cases_by_100k"
"4253","South-East Asia","2013",28,2013-07-14,75,0,22,0,32,54,21,565,0.0955752212389381,0.0371681415929204,173591950765.286,4.32047682334118e-05
"4254","South-East Asia","2013",29,2013-07-21,77,0,29,0,25,54,23,576,0.09375,0.0399305555555556,173591950765.286,4.43568953863028e-05
"4255","South-East Asia","2013",30,2013-07-28,54,0,15,0,14,29,25,517,0.0560928433268859,0.0483558994197292,173591950765.286,3.11074331280565e-05
"4256","South-East Asia","2013",31,2013-08-04,79,0,30,0,25,55,24,600,0.0916666666666667,0.04,173591950765.286,4.55090225391938e-05
"4257","South-East Asia","2013",32,2013-08-11,59,0,23,1,17,41,18,395,0.10379746835443,0.0455696202531646,173591950765.286,3.39877510102839e-05
"4258","South-East Asia","2013",33,2013-08-18,82,0,32,1,27,61,21,467,0.130620985010707,0.0449678800856531,173591950765.286,4.72372132685302e-05
"4259","South-East Asia","2013",34,2013-08-25,64,0,21,0,24,45,19,472,0.0953389830508475,0.0402542372881356,173591950765.286,3.68680688925114e-05
"4260","South-East Asia","2013",35,2013-09-01,58,0,31,1,12,44,14,468,0.094017094017094,0.0299145299145299,173591950765.286,3.34116874338385e-05
"4261","South-East Asia","2013",36,2013-09-08,54,0,27,0,15,42,12,554,0.075812274368231,0.0216606498194946,173591950765.286,3.11074331280565e-05
"4262","South-East Asia","2013",37,2013-09-15,73,0,36,2,22,60,13,522,0.114942528735632,0.024904214559387,173591950765.286,4.20526410805208e-05
"4263","South-East Asia","2013",38,2013-09-22,102,0,41,0,24,65,37,596,0.109060402684564,0.0620805369127517,173591950765.286,5.875848479744e-05
"4264","South-East Asia","2013",39,2013-09-29,103,0,43,0,19,64,39,576,0.111111111111111,0.0677083333333333,173591950765.286,5.93345483738855e-05
"4265","South-East Asia","2013",40,2013-10-06,143,0,57,0,34,92,51,627,0.146730462519936,0.0813397129186603,173591950765.286,8.23770914317052e-05
"4266","South-East Asia","2013",41,2013-10-13,146,0,64,1,31,99,47,659,0.150227617602428,0.0713201820940819,173591950765.286,8.41052821610416e-05
"4267","South-East Asia","2013",42,2013-10-20,110,0,64,0,9,74,36,504,0.146825396825397,0.0714285714285714,173591950765.286,6.3366993409004e-05
"4268","South-East Asia","2013",43,2013-10-27,98,0,38,1,5,45,53,517,0.0870406189555126,0.102514506769826,173591950765.286,5.64542304916581e-05
"4269","South-East Asia","2013",44,2013-11-03,104,1,57,1,15,74,30,515,0.14368932038835,0.058252427184466,173591950765.286,5.9910611950331e-05
"4270","South-East Asia","2013",45,2013-11-10,134,0,79,3,14,97,37,563,0.172291296625222,0.0657193605683837,173591950765.286,7.71925192436957e-05
"4271","South-East Asia","2013",46,2013-11-17,148,0,85,0,20,106,42,546,0.194139194139194,0.0769230769230769,173591950765.286,8.52574093139326e-05
"4272","South-East Asia","2013",47,2013-11-24,133,0,57,0,21,79,54,622,0.127009646302251,0.0868167202572347,173591950765.286,7.66164556672502e-05
"4273","South-East Asia","2013",48,2013-12-01,108,1,66,0,5,73,35,496,0.147177419354839,0.0705645161290323,173591950765.286,6.2214866256113e-05
"4274","South-East Asia","2013",49,2013-12-08,111,0,53,0,14,69,42,529,0.130434782608696,0.0793950850661626,173591950765.286,6.39430569854495e-05
"4275","South-East Asia","2013",50,2013-12-15,110,1,48,0,20,71,39,489,0.14519427402863,0.0797546012269939,173591950765.286,6.3366993409004e-05
"4276","South-East Asia","2013",51,2013-12-22,115,0,65,0,14,79,36,438,0.180365296803653,0.0821917808219178,173591950765.286,6.62473112912314e-05
"4277","South-East Asia","2013",52,2013-12-29,72,0,37,0,14,51,21,383,0.133159268929504,0.0548302872062663,173591950765.286,4.14765775040753e-05
"4278","South-East Asia","2014",1,2014-01-05,85,0,43,0,16,59,26,244,0.241803278688525,0.10655737704918,173591950765.286,4.89654039978667e-05
"4279","South-East Asia","2014",2,2014-01-12,152,0,80,0,34,114,38,561,0.203208556149733,0.0677361853832442,173591950765.286,8.75616636197146e-05
"4280","South-East Asia","2014",3,2014-01-19,147,0,73,1,28,102,45,527,0.193548387096774,0.0853889943074004,173591950765.286,8.46813457374871e-05
"4281","South-East Asia","2014",4,2014-01-26,154,0,76,0,42,118,36,560,0.210714285714286,0.0642857142857143,173591950765.286,8.87137907726055e-05
"4282","South-East Asia","2014",5,2014-02-02,114,0,50,1,35,88,26,468,0.188034188034188,0.0555555555555556,173591950765.286,6.56712477147859e-05
"4283","South-East Asia","2014",6,2014-02-09,80,0,29,2,17,49,31,434,0.112903225806452,0.0714285714285714,173591950765.286,4.60850861156392e-05
"4284","South-East Asia","2014",7,2014-02-16,143,0,36,1,54,92,51,554,0.166064981949458,0.092057761732852,173591950765.286,8.23770914317052e-05
"4285","South-East Asia","2014",8,2014-02-23,147,0,37,2,48,89,58,577,0.154246100519931,0.10051993067591,173591950765.286,8.46813457374871e-05
"4286","South-East Asia","2014",9,2014-03-02,135,0,33,0,47,80,55,628,0.127388535031847,0.0875796178343949,173591950765.286,7.77685828201412e-05
"4287","South-East Asia","2014",10,2014-03-09,144,0,33,3,44,80,64,638,0.125391849529781,0.100313479623824,173591950765.286,8.29531550081506e-05
"4288","South-East Asia","2014",11,2014-03-16,134,0,23,1,49,74,60,577,0.128249566724437,0.103986135181976,173591950765.286,7.71925192436957e-05
"4289","South-East Asia","2014",12,2014-03-23,113,0,26,0,37,63,50,495,0.127272727272727,0.101010101010101,173591950765.286,6.50951841383404e-05
"4290","South-East Asia","2014",13,2014-03-30,104,0,19,0,29,48,56,521,0.0921305182341651,0.107485604606526,173591950765.286,5.9910611950331e-05
"4291","South-East Asia","2014",14,2014-04-06,141,0,37,0,44,81,60,558,0.145161290322581,0.10752688172043,173591950765.286,8.12249642788142e-05
"4292","South-East Asia","2014",15,2014-04-13,69,0,19,0,16,36,33,452,0.079646017699115,0.0730088495575221,173591950765.286,3.97483867747389e-05
"4293","South-East Asia","2014",16,2014-04-20,41,0,13,0,6,22,19,285,0.0771929824561404,0.0666666666666667,173591950765.286,2.36186066342651e-05
"4294","South-East Asia","2014",17,2014-04-27,97,3,28,0,24,55,42,549,0.100182149362477,0.0765027322404372,173591950765.286,5.58781669152126e-05
"4295","South-East Asia","2014",18,2014-05-04,91,0,33,0,19,53,38,487,0.108829568788501,0.0780287474332649,173591950765.286,5.24217854565396e-05
"4296","South-East Asia","2014",19,2014-05-11,118,0,49,0,33,83,35,435,0.190804597701149,0.0804597701149425,173591950765.286,6.79755020205679e-05
"4297","South-East Asia","2014",20,2014-05-18,113,0,52,0,19,71,42,487,0.145790554414784,0.0862422997946612,173591950765.286,6.50951841383404e-05
"4298","South-East Asia","2014",21,2014-05-25,100,0,44,0,17,61,39,448,0.136160714285714,0.0870535714285714,173591950765.286,5.76063576445491e-05
"4299","South-East Asia","2014",22,2014-06-01,136,0,55,0,19,75,61,472,0.158898305084746,0.129237288135593,173591950765.286,7.83446463965867e-05
"4300","South-East Asia","2014",23,2014-06-08,136,0,64,1,21,87,49,529,0.164461247637051,0.0926275992438563,173591950765.286,7.83446463965867e-05
"4301","South-East Asia","2014",24,2014-06-15,124,0,56,0,27,83,41,510,0.162745098039216,0.0803921568627451,173591950765.286,7.14318834792408e-05
"4302","South-East Asia","2014",25,2014-06-22,114,0,44,0,21,66,48,500,0.132,0.096,173591950765.286,6.56712477147859e-05
"4303","South-East Asia","2014",26,2014-06-29,111,0,45,0,24,72,39,473,0.152219873150106,0.0824524312896406,173591950765.286,6.39430569854495e-05
"4304","South-East Asia","2014",27,2014-07-06,137,0,53,0,27,82,55,561,0.146167557932264,0.0980392156862745,173591950765.286,7.89207099730322e-05
"4305","South-East Asia","2014",28,2014-07-13,133,0,62,0,13,77,56,461,0.167028199566161,0.121475054229935,173591950765.286,7.66164556672502e-05
"4306","South-East Asia","2014",29,2014-07-20,129,0,62,0,17,79,50,499,0.158316633266533,0.100200400801603,173591950765.286,7.43122013614683e-05
"4307","South-East Asia","2014",30,2014-07-27,119,0,59,0,9,69,50,490,0.140816326530612,0.102040816326531,173591950765.286,6.85515655970134e-05
"4308","South-East Asia","2014",31,2014-08-03,67,0,48,0,4,52,15,343,0.151603498542274,0.043731778425656,173591950765.286,3.85962596218479e-05
"4309","South-East Asia","2014",32,2014-08-10,85,0,37,0,8,46,39,462,0.0995670995670996,0.0844155844155844,173591950765.286,4.89654039978667e-05
"4310","South-East Asia","2014",33,2014-08-17,95,0,38,0,0,39,56,472,0.0826271186440678,0.11864406779661,173591950765.286,5.47260397623216e-05
"4311","South-East Asia","2014",34,2014-08-24,102,0,48,0,3,52,50,607,0.085667215815486,0.0823723228995058,173591950765.286,5.875848479744e-05
"4312","South-East Asia","2014",35,2014-08-31,71,0,25,0,3,28,43,531,0.0527306967984934,0.0809792843691149,173591950765.286,4.09005139276298e-05
"4313","South-East Asia","2014",36,2014-09-07,54,0,13,0,5,18,36,477,0.0377358490566038,0.0754716981132075,173591950765.286,3.11074331280565e-05
"4314","South-East Asia","2014",37,2014-09-14,69,0,22,0,0,22,47,631,0.03486529318542,0.0744849445324881,173591950765.286,3.97483867747389e-05
"4315","South-East Asia","2014",38,2014-09-21,71,0,18,0,3,21,50,614,0.0342019543973941,0.0814332247557003,173591950765.286,4.09005139276298e-05
"4316","South-East Asia","2014",39,2014-09-28,52,0,14,0,3,17,35,529,0.0321361058601134,0.0661625708884688,173591950765.286,2.99553059751655e-05
"4317","South-East Asia","2014",40,2014-10-05,76,0,31,0,1,32,44,536,0.0597014925373134,0.082089552238806,173591950765.286,4.37808318098573e-05
"4318","South-East Asia","2014",41,2014-10-12,42,0,13,0,3,16,26,461,0.03470715835141,0.0563991323210412,173591950765.286,2.41946702107106e-05
"4319","South-East Asia","2014",42,2014-10-19,39,0,8,0,2,10,29,481,0.0207900207900208,0.0602910602910603,173591950765.286,2.24664794813741e-05
"4320","South-East Asia","2014",43,2014-10-26,45,0,12,0,2,16,29,450,0.0355555555555556,0.0644444444444444,173591950765.286,2.59228609400471e-05
"4321","South-East Asia","2014",44,2014-11-02,41,0,13,0,3,16,25,410,0.0390243902439024,0.0609756097560976,173591950765.286,2.36186066342651e-05
"4322","South-East Asia","2014",45,2014-11-09,47,0,15,0,2,17,30,413,0.0411622276029056,0.0726392251815981,173591950765.286,2.70749880929381e-05
"4323","South-East Asia","2014",46,2014-11-16,25,0,12,0,2,14,11,342,0.0409356725146199,0.0321637426900585,173591950765.286,1.44015894111373e-05
"4324","South-East Asia","2014",47,2014-11-23,50,0,21,0,1,22,28,430,0.0511627906976744,0.0651162790697674,173591950765.286,2.88031788222745e-05
"4325","South-East Asia","2014",48,2014-11-30,52,0,12,0,3,16,36,390,0.041025641025641,0.0923076923076923,173591950765.286,2.99553059751655e-05
"4326","South-East Asia","2014",49,2014-12-07,38,0,17,0,4,21,17,363,0.0578512396694215,0.046831955922865,173591950765.286,2.18904159049286e-05
"4327","South-East Asia","2014",50,2014-12-14,48,0,23,0,2,25,23,371,0.0673854447439353,0.0619946091644205,173591950765.286,2.76510516693835e-05
"4328","South-East Asia","2014",51,2014-12-21,68,0,26,0,2,28,40,406,0.0689655172413793,0.0985221674876847,173591950765.286,3.91723231982934e-05
"4329","South-East Asia","2014",52,2014-12-28,18,0,8,0,1,9,9,223,0.0403587443946188,0.0403587443946188,173591950765.286,1.03691443760188e-05
"4330","Southern Africa","2008",1,2008-01-06,0,0,0,0,0,0,0,3,0,0,18902800923.7143,0
"4331","Southern Africa","2008",2,2008-01-13,0,0,0,0,0,0,0,8,0,0,18902800923.7143,0
"4332","Southern Africa","2008",3,2008-01-20,0,0,0,0,0,0,0,6,0,0,18902800923.7143,0
"4333","Southern Africa","2008",4,2008-01-27,1,0,0,0,0,1,0,3,0.333333333333333,0,18902800923.7143,5.29022129596393e-06
"4334","Southern Africa","2008",5,2008-02-03,0,0,0,0,0,0,0,1,0,0,18902800923.7143,0
"4335","Southern Africa","2008",6,2008-02-10,0,0,0,0,0,0,0,6,0,0,18902800923.7143,0
"4336","Southern Africa","2008",7,2008-02-17,0,0,0,0,0,0,0,9,0,0,18902800923.7143,0
"4337","Southern Africa","2008",8,2008-02-24,0,0,0,0,0,0,0,14,0,0,18902800923.7143,0
"4338","Southern Africa","2008",9,2008-03-02,0,0,0,0,0,0,0,12,0,0,18902800923.7143,0
"4339","Southern Africa","2008",10,2008-03-09,1,0,0,0,0,0,1,25,0,0.04,18902800923.7143,5.29022129596393e-06
"4340","Southern Africa","2008",11,2008-03-16,0,0,0,0,0,0,0,26,0,0,18902800923.7143,0
"4341","Southern Africa","2008",12,2008-03-23,0,0,0,0,0,0,0,21,0,0,18902800923.7143,0
"4342","Southern Africa","2008",13,2008-03-30,2,0,1,0,0,1,1,26,0.0384615384615385,0.0384615384615385,18902800923.7143,1.05804425919279e-05
"4343","Southern Africa","2008",14,2008-04-06,0,0,0,0,0,0,0,24,0,0,18902800923.7143,0
"4344","Southern Africa","2008",15,2008-04-13,0,0,0,0,0,0,0,36,0,0,18902800923.7143,0
"4345","Southern Africa","2008",16,2008-04-20,1,0,0,0,0,0,1,23,0,0.0434782608695652,18902800923.7143,5.29022129596393e-06
"4346","Southern Africa","2008",17,2008-04-27,2,0,1,0,0,1,1,58,0.0172413793103448,0.0172413793103448,18902800923.7143,1.05804425919279e-05
"4347","Southern Africa","2008",18,2008-05-04,1,0,1,0,0,1,0,12,0.0833333333333333,0,18902800923.7143,5.29022129596393e-06
"4348","Southern Africa","2008",19,2008-05-11,0,0,0,0,0,0,0,30,0,0,18902800923.7143,0
"4349","Southern Africa","2008",20,2008-05-18,6,4,0,0,0,4,2,32,0.125,0.0625,18902800923.7143,3.17413277757836e-05
"4350","Southern Africa","2008",21,2008-05-25,1,1,0,0,0,1,0,32,0.03125,0,18902800923.7143,5.29022129596393e-06
"4351","Southern Africa","2008",22,2008-06-01,14,5,0,0,0,6,8,43,0.13953488372093,0.186046511627907,18902800923.7143,7.40630981434951e-05
"4352","Southern Africa","2008",23,2008-06-08,13,9,1,0,0,11,2,64,0.171875,0.03125,18902800923.7143,6.87728768475311e-05
"4353","Southern Africa","2008",24,2008-06-15,25,21,0,0,0,21,4,72,0.291666666666667,0.0555555555555556,18902800923.7143,0.000132255532399098
"4354","Southern Africa","2008",25,2008-06-22,34,26,1,0,0,28,6,72,0.388888888888889,0.0833333333333333,18902800923.7143,0.000179867524062774
"4355","Southern Africa","2008",26,2008-06-29,45,41,1,0,0,43,2,99,0.434343434343434,0.0202020202020202,18902800923.7143,0.000238059958318377
"4356","Southern Africa","2008",27,2008-07-06,55,41,1,0,0,49,6,117,0.418803418803419,0.0512820512820513,18902800923.7143,0.000290962171278016
"4357","Southern Africa","2008",28,2008-07-13,65,55,0,0,0,56,9,137,0.408759124087591,0.0656934306569343,18902800923.7143,0.000343864384237656
"4358","Southern Africa","2008",29,2008-07-20,53,41,0,0,0,48,5,120,0.4,0.0416666666666667,18902800923.7143,0.000280381728686088
"4359","Southern Africa","2008",30,2008-07-27,53,47,3,0,0,50,3,114,0.43859649122807,0.0263157894736842,18902800923.7143,0.000280381728686088
"4360","Southern Africa","2008",31,2008-08-03,31,26,0,0,0,28,3,83,0.337349397590361,0.036144578313253,18902800923.7143,0.000163996860174882
"4361","Southern Africa","2008",32,2008-08-10,19,14,2,0,0,16,3,65,0.246153846153846,0.0461538461538462,18902800923.7143,0.000100514204623315
"4362","Southern Africa","2008",33,2008-08-17,6,5,0,0,0,5,1,33,0.151515151515152,0.0303030303030303,18902800923.7143,3.17413277757836e-05
"4363","Southern Africa","2008",34,2008-08-24,2,1,0,0,0,1,1,31,0.032258064516129,0.032258064516129,18902800923.7143,1.05804425919279e-05
"4364","Southern Africa","2008",35,2008-08-31,8,3,1,0,0,4,4,21,0.19047619047619,0.19047619047619,18902800923.7143,4.23217703677115e-05
"4365","Southern Africa","2008",36,2008-09-07,2,0,0,0,0,0,2,32,0,0.0625,18902800923.7143,1.05804425919279e-05
"4366","Southern Africa","2008",37,2008-09-14,1,1,0,0,0,1,0,20,0.05,0,18902800923.7143,5.29022129596393e-06
"4367","Southern Africa","2008",38,2008-09-21,3,1,0,0,0,1,2,16,0.0625,0.125,18902800923.7143,1.58706638878918e-05
"4368","Southern Africa","2008",39,2008-09-28,1,0,0,0,0,0,1,5,0,0.2,18902800923.7143,5.29022129596393e-06
"4369","Southern Africa","2008",40,2008-10-05,1,1,0,0,0,1,0,5,0.2,0,18902800923.7143,5.29022129596393e-06
"4370","Southern Africa","2008",41,2008-10-12,2,2,0,0,0,2,0,9,0.222222222222222,0,18902800923.7143,1.05804425919279e-05
"4371","Southern Africa","2008",42,2008-10-19,0,0,0,0,0,0,0,3,0,0,18902800923.7143,0
"4372","Southern Africa","2008",43,2008-10-26,0,0,0,0,0,0,0,1,0,0,18902800923.7143,0
"4373","Southern Africa","2008",44,2008-11-02,0,0,0,0,0,0,0,5,0,0,18902800923.7143,0
"4374","Southern Africa","2008",45,2008-11-09,1,0,1,0,0,1,0,3,0.333333333333333,0,18902800923.7143,5.29022129596393e-06
"4375","Southern Africa","2008",46,2008-11-16,0,0,0,0,0,0,0,3,0,0,18902800923.7143,0
"4376","Southern Africa","2008",47,2008-11-23,0,0,0,0,0,0,0,4,0,0,18902800923.7143,0
"4377","Southern Africa","2008",48,2008-11-30,0,0,0,0,0,0,0,6,0,0,18902800923.7143,0
"4378","Southern Africa","2009",1,2009-01-04,0,0,0,0,0,0,0,9,0,0,18902800923.7143,0
"4379","Southern Africa","2009",2,2009-01-11,0,0,0,0,0,0,0,2,0,0,18902800923.7143,0
"4380","Southern Africa","2009",3,2009-01-18,0,0,0,0,0,0,0,3,0,0,18902800923.7143,0
"4381","Southern Africa","2009",4,2009-01-25,0,0,0,0,0,0,0,4,0,0,18902800923.7143,0
"4382","Southern Africa","2009",5,2009-02-01,0,0,0,0,0,0,0,5,0,0,18902800923.7143,0
"4383","Southern Africa","2009",6,2009-02-08,0,0,0,0,0,0,0,32,0,0,18902800923.7143,0
"4384","Southern Africa","2009",7,2009-02-15,0,0,0,0,0,0,0,58,0,0,18902800923.7143,0
"4385","Southern Africa","2009",8,2009-02-22,1,0,0,0,0,0,1,79,0,0.0126582278481013,18902800923.7143,5.29022129596393e-06
"4386","Southern Africa","2009",9,2009-03-01,3,0,2,0,0,2,1,103,0.0194174757281553,0.00970873786407767,18902800923.7143,1.58706638878918e-05
"4387","Southern Africa","2009",10,2009-03-08,1,0,1,0,0,1,0,104,0.00961538461538462,0,18902800923.7143,5.29022129596393e-06
"4388","Southern Africa","2009",11,2009-03-15,0,0,0,0,0,0,0,139,0,0,18902800923.7143,0
"4389","Southern Africa","2009",12,2009-03-22,2,0,2,0,0,2,0,90,0.0222222222222222,0,18902800923.7143,1.05804425919279e-05
"4390","Southern Africa","2009",13,2009-03-29,5,0,4,0,0,5,0,105,0.0476190476190476,0,18902800923.7143,2.64511064798197e-05
"4391","Southern Africa","2009",14,2009-04-05,2,0,2,0,0,2,0,142,0.0140845070422535,0,18902800923.7143,1.05804425919279e-05
"4392","Southern Africa","2009",15,2009-04-12,6,0,6,0,0,6,0,95,0.0631578947368421,0,18902800923.7143,3.17413277757836e-05
