"","fluregion","year","week","date","cases","h1","h3","h5","h1n1","a_total","b_total","processed_samples","inf_a_prop","inf_b_prop","pop","cases_by_100k"
"4486","Southern Africa","2011",4,2011-01-30,1,0,0,0,1,1,0,77,0.012987012987013,0,18902800923.7143,5.29022129596393e-06
"4487","Southern Africa","2011",5,2011-02-06,2,0,0,0,2,2,0,98,0.0204081632653061,0,18902800923.7143,1.05804425919279e-05
"4488","Southern Africa","2011",6,2011-02-13,1,0,0,0,0,0,1,121,0,0.00826446280991736,18902800923.7143,5.29022129596393e-06
"4489","Southern Africa","2011",7,2011-02-20,1,0,0,0,0,0,1,136,0,0.00735294117647059,18902800923.7143,5.29022129596393e-06
"4490","Southern Africa","2011",8,2011-02-27,4,0,0,0,2,2,2,108,0.0185185185185185,0.0185185185185185,18902800923.7143,2.11608851838557e-05
"4491","Southern Africa","2011",9,2011-03-06,0,0,0,0,0,0,0,142,0,0,18902800923.7143,0
"4492","Southern Africa","2011",10,2011-03-13,1,0,0,0,0,0,1,125,0,0.008,18902800923.7143,5.29022129596393e-06
"4493","Southern Africa","2011",11,2011-03-20,5,0,0,0,1,1,4,138,0.0072463768115942,0.0289855072463768,18902800923.7143,2.64511064798197e-05
"4494","Southern Africa","2011",12,2011-03-27,1,0,0,0,1,1,0,117,0.00854700854700855,0,18902800923.7143,5.29022129596393e-06
"4495","Southern Africa","2011",13,2011-04-03,2,0,0,0,2,2,0,163,0.0122699386503067,0,18902800923.7143,1.05804425919279e-05
"4496","Southern Africa","2011",14,2011-04-10,1,0,0,0,1,1,0,134,0.00746268656716418,0,18902800923.7143,5.29022129596393e-06
"4497","Southern Africa","2011",15,2011-04-17,5,0,0,0,4,4,1,144,0.0277777777777778,0.00694444444444444,18902800923.7143,2.64511064798197e-05
"4498","Southern Africa","2011",16,2011-04-24,2,0,0,0,2,2,0,100,0.02,0,18902800923.7143,1.05804425919279e-05
"4499","Southern Africa","2011",17,2011-05-01,8,0,0,0,8,8,0,92,0.0869565217391304,0,18902800923.7143,4.23217703677115e-05
"4500","Southern Africa","2011",18,2011-05-08,14,0,2,0,12,14,0,121,0.115702479338843,0,18902800923.7143,7.40630981434951e-05
"4501","Southern Africa","2011",19,2011-05-15,24,0,0,0,24,24,0,122,0.19672131147541,0,18902800923.7143,0.000126965311103134
"4502","Southern Africa","2011",20,2011-05-22,47,0,2,0,42,46,1,215,0.213953488372093,0.00465116279069767,18902800923.7143,0.000248640400910305
"4503","Southern Africa","2011",21,2011-05-29,93,0,4,0,66,93,0,254,0.366141732283465,0,18902800923.7143,0.000491990580524646
"4504","Southern Africa","2011",22,2011-06-05,158,0,4,0,150,154,4,351,0.438746438746439,0.0113960113960114,18902800923.7143,0.000835854964762301
"4505","Southern Africa","2011",23,2011-06-12,223,0,9,0,205,214,9,423,0.505910165484634,0.0212765957446809,18902800923.7143,0.00117971934899996
"4506","Southern Africa","2011",24,2011-06-19,176,0,10,0,145,155,21,358,0.432960893854749,0.058659217877095,18902800923.7143,0.000931078948089652
"4507","Southern Africa","2011",25,2011-06-26,146,0,28,0,108,136,10,408,0.333333333333333,0.0245098039215686,18902800923.7143,0.000772372309210734
"4508","Southern Africa","2011",26,2011-07-03,90,0,11,0,78,89,1,341,0.26099706744868,0.00293255131964809,18902800923.7143,0.000476119916636754
"4509","Southern Africa","2011",27,2011-07-10,66,0,15,0,46,61,5,195,0.312820512820513,0.0256410256410256,18902800923.7143,0.00034915460553362
"4510","Southern Africa","2011",28,2011-07-17,36,0,3,0,28,31,5,249,0.124497991967871,0.0200803212851406,18902800923.7143,0.000190447966654702
"4511","Southern Africa","2011",29,2011-07-24,26,0,3,0,19,22,4,181,0.121546961325967,0.0220994475138122,18902800923.7143,0.000137545753695062
"4512","Southern Africa","2011",30,2011-07-31,15,0,3,0,7,10,5,158,0.0632911392405063,0.0316455696202532,18902800923.7143,7.9353319439459e-05
"4513","Southern Africa","2011",31,2011-08-07,19,0,2,0,12,14,5,148,0.0945945945945946,0.0337837837837838,18902800923.7143,0.000100514204623315
"4514","Southern Africa","2011",32,2011-08-14,10,0,5,0,2,7,3,102,0.0686274509803922,0.0294117647058824,18902800923.7143,5.29022129596393e-05
"4515","Southern Africa","2011",33,2011-08-21,20,0,8,0,8,16,4,142,0.112676056338028,0.028169014084507,18902800923.7143,0.000105804425919279
"4516","Southern Africa","2011",34,2011-08-28,26,0,14,0,1,15,11,178,0.0842696629213483,0.0617977528089888,18902800923.7143,0.000137545753695062
"4517","Southern Africa","2011",35,2011-09-04,24,0,10,0,1,11,13,159,0.0691823899371069,0.0817610062893082,18902800923.7143,0.000126965311103134
"4518","Southern Africa","2011",36,2011-09-11,15,0,11,0,0,11,4,136,0.0808823529411765,0.0294117647058824,18902800923.7143,7.9353319439459e-05
"4519","Southern Africa","2011",37,2011-09-18,20,0,7,0,0,7,13,136,0.0514705882352941,0.0955882352941176,18902800923.7143,0.000105804425919279
"4520","Southern Africa","2011",38,2011-09-25,37,0,15,0,0,15,22,138,0.108695652173913,0.159420289855072,18902800923.7143,0.000195738187950666
"4521","Southern Africa","2011",39,2011-10-02,47,0,22,0,0,22,25,148,0.148648648648649,0.168918918918919,18902800923.7143,0.000248640400910305
"4522","Southern Africa","2011",40,2011-10-09,34,0,12,0,0,13,21,132,0.0984848484848485,0.159090909090909,18902800923.7143,0.000179867524062774
"4523","Southern Africa","2011",41,2011-10-16,23,0,10,0,0,10,13,125,0.08,0.104,18902800923.7143,0.00012167508980717
"4524","Southern Africa","2011",42,2011-10-23,16,0,5,0,0,5,11,127,0.0393700787401575,0.0866141732283465,18902800923.7143,8.46435407354229e-05
"4525","Southern Africa","2011",43,2011-10-30,16,0,5,0,0,5,11,148,0.0337837837837838,0.0743243243243243,18902800923.7143,8.46435407354229e-05
"4526","Southern Africa","2011",44,2011-11-06,8,0,0,0,0,0,8,100,0,0.08,18902800923.7143,4.23217703677115e-05
"4527","Southern Africa","2011",45,2011-11-13,14,0,3,0,0,3,11,158,0.0189873417721519,0.069620253164557,18902800923.7143,7.40630981434951e-05
"4528","Southern Africa","2011",46,2011-11-20,6,0,1,0,0,1,5,119,0.00840336134453781,0.0420168067226891,18902800923.7143,3.17413277757836e-05
"4529","Southern Africa","2011",47,2011-11-27,4,0,2,0,0,2,2,102,0.0196078431372549,0.0196078431372549,18902800923.7143,2.11608851838557e-05
"4530","Southern Africa","2011",48,2011-12-04,2,0,0,0,0,0,2,83,0,0.0240963855421687,18902800923.7143,1.05804425919279e-05
"4531","Southern Africa","2011",49,2011-12-11,7,0,0,0,0,0,7,111,0,0.0630630630630631,18902800923.7143,3.70315490717475e-05
"4532","Southern Africa","2011",50,2011-12-18,0,0,0,0,0,0,0,80,0,0,18902800923.7143,0
"4533","Southern Africa","2011",51,2011-12-25,1,0,0,0,0,0,1,37,0,0.027027027027027,18902800923.7143,5.29022129596393e-06
"4534","Southern Africa","2011",52,2012-01-01,1,0,0,0,0,0,1,15,0,0.0666666666666667,18902800923.7143,5.29022129596393e-06
"4535","Southern Africa","2012",1,2012-01-08,1,0,0,0,0,0,1,45,0,0.0222222222222222,18902800923.7143,5.29022129596393e-06
"4536","Southern Africa","2012",2,2012-01-15,1,0,1,0,0,1,0,146,0.00684931506849315,0,18902800923.7143,5.29022129596393e-06
"4537","Southern Africa","2012",3,2012-01-22,0,0,0,0,0,0,0,82,0,0,18902800923.7143,0
"4538","Southern Africa","2012",4,2012-01-29,0,0,0,0,0,0,0,77,0,0,18902800923.7143,0
"4539","Southern Africa","2012",5,2012-02-05,1,0,1,0,0,1,0,85,0.0117647058823529,0,18902800923.7143,5.29022129596393e-06
"4540","Southern Africa","2012",6,2012-02-12,1,0,0,0,0,0,1,105,0,0.00952380952380952,18902800923.7143,5.29022129596393e-06
"4541","Southern Africa","2012",7,2012-02-19,3,0,0,0,1,1,2,108,0.00925925925925926,0.0185185185185185,18902800923.7143,1.58706638878918e-05
"4542","Southern Africa","2012",8,2012-02-26,0,0,0,0,0,0,0,112,0,0,18902800923.7143,0
"4543","Southern Africa","2012",9,2012-03-04,1,0,0,0,0,0,1,88,0,0.0113636363636364,18902800923.7143,5.29022129596393e-06
"4544","Southern Africa","2012",10,2012-03-11,1,0,0,0,1,1,0,124,0.00806451612903226,0,18902800923.7143,5.29022129596393e-06
"4545","Southern Africa","2012",11,2012-03-18,4,0,1,0,0,1,3,176,0.00568181818181818,0.0170454545454545,18902800923.7143,2.11608851838557e-05
"4546","Southern Africa","2012",12,2012-03-25,0,0,0,0,0,0,0,109,0,0,18902800923.7143,0
"4547","Southern Africa","2012",13,2012-04-01,0,0,0,0,0,0,0,126,0,0,18902800923.7143,0
"4548","Southern Africa","2012",14,2012-04-08,3,0,0,0,0,0,3,101,0,0.0297029702970297,18902800923.7143,1.58706638878918e-05
"4549","Southern Africa","2012",15,2012-04-15,2,0,1,0,0,1,1,130,0.00769230769230769,0.00769230769230769,18902800923.7143,1.05804425919279e-05
"4550","Southern Africa","2012",16,2012-04-22,3,0,0,0,0,0,3,129,0,0.0232558139534884,18902800923.7143,1.58706638878918e-05
"4551","Southern Africa","2012",17,2012-04-29,4,0,1,0,0,1,3,133,0.0075187969924812,0.0225563909774436,18902800923.7143,2.11608851838557e-05
"4552","Southern Africa","2012",18,2012-05-06,5,0,0,0,0,0,5,140,0,0.0357142857142857,18902800923.7143,2.64511064798197e-05
"4553","Southern Africa","2012",19,2012-05-13,3,0,1,0,0,1,2,168,0.00595238095238095,0.0119047619047619,18902800923.7143,1.58706638878918e-05
"4554","Southern Africa","2012",20,2012-05-20,8,0,5,0,0,5,3,263,0.0190114068441065,0.0114068441064639,18902800923.7143,4.23217703677115e-05
"4555","Southern Africa","2012",21,2012-05-27,15,0,3,0,1,4,11,227,0.0176211453744493,0.0484581497797357,18902800923.7143,7.9353319439459e-05
"4556","Southern Africa","2012",22,2012-06-03,7,0,4,0,0,4,3,219,0.0182648401826484,0.0136986301369863,18902800923.7143,3.70315490717475e-05
"4557","Southern Africa","2012",23,2012-06-10,24,0,16,0,0,16,8,276,0.0579710144927536,0.0289855072463768,18902800923.7143,0.000126965311103134
"4558","Southern Africa","2012",24,2012-06-17,28,0,17,0,0,17,11,243,0.0699588477366255,0.0452674897119342,18902800923.7143,0.00014812619628699
"4559","Southern Africa","2012",25,2012-06-24,68,0,40,0,0,43,25,266,0.161654135338346,0.093984962406015,18902800923.7143,0.000359735048125547
"4560","Southern Africa","2012",26,2012-07-01,52,0,42,0,0,42,10,219,0.191780821917808,0.045662100456621,18902800923.7143,0.000275091507390125
"4561","Southern Africa","2012",27,2012-07-08,46,0,38,0,1,39,7,263,0.14828897338403,0.026615969581749,18902800923.7143,0.000243350179614341
"4562","Southern Africa","2012",28,2012-07-15,62,0,37,0,0,38,24,263,0.144486692015209,0.091254752851711,18902800923.7143,0.000327993720349764
"4563","Southern Africa","2012",29,2012-07-22,67,0,50,0,0,51,16,241,0.211618257261411,0.0663900414937759,18902800923.7143,0.000354444826829584
"4564","Southern Africa","2012",30,2012-07-29,95,0,77,0,0,78,17,352,0.221590909090909,0.0482954545454545,18902800923.7143,0.000502571023116574
"4565","Southern Africa","2012",31,2012-08-05,112,0,75,0,0,76,36,356,0.213483146067416,0.101123595505618,18902800923.7143,0.000592504785147961
"4566","Southern Africa","2012",32,2012-08-12,78,0,47,0,0,47,31,240,0.195833333333333,0.129166666666667,18902800923.7143,0.000412637261085187
"4567","Southern Africa","2012",33,2012-08-19,123,0,71,0,1,72,51,342,0.210526315789474,0.149122807017544,18902800923.7143,0.000650697219403564
"4568","Southern Africa","2012",34,2012-08-26,129,0,58,0,0,58,71,315,0.184126984126984,0.225396825396825,18902800923.7143,0.000682438547179347
"4569","Southern Africa","2012",35,2012-09-02,104,0,38,0,0,38,66,311,0.122186495176849,0.212218649517685,18902800923.7143,0.000550183014780249
"4570","Southern Africa","2012",36,2012-09-09,61,0,16,0,0,16,45,226,0.0707964601769911,0.199115044247788,18902800923.7143,0.0003227034990538
"4571","Southern Africa","2012",37,2012-09-16,67,0,15,0,0,15,52,261,0.0574712643678161,0.199233716475096,18902800923.7143,0.000354444826829584
"4572","Southern Africa","2012",38,2012-09-23,56,0,12,0,0,12,44,221,0.0542986425339367,0.199095022624434,18902800923.7143,0.00029625239257398
"4573","Southern Africa","2012",39,2012-09-30,19,0,2,0,0,2,17,131,0.0152671755725191,0.129770992366412,18902800923.7143,0.000100514204623315
"4574","Southern Africa","2012",40,2012-10-07,21,0,4,0,0,4,17,249,0.0160642570281124,0.0682730923694779,18902800923.7143,0.000111094647215243
"4575","Southern Africa","2012",41,2012-10-14,9,0,2,0,0,3,6,192,0.015625,0.03125,18902800923.7143,4.76119916636754e-05
"4576","Southern Africa","2012",42,2012-10-21,7,0,0,0,0,0,7,150,0,0.0466666666666667,18902800923.7143,3.70315490717475e-05
"4577","Southern Africa","2012",43,2012-10-28,8,0,0,0,0,0,8,193,0,0.0414507772020725,18902800923.7143,4.23217703677115e-05
"4578","Southern Africa","2012",44,2012-11-04,0,0,0,0,0,0,0,138,0,0,18902800923.7143,0
"4579","Southern Africa","2012",45,2012-11-11,1,0,1,0,0,1,0,139,0.00719424460431655,0,18902800923.7143,5.29022129596393e-06
"4580","Southern Africa","2012",46,2012-11-18,4,0,0,0,0,0,4,156,0,0.0256410256410256,18902800923.7143,2.11608851838557e-05
"4581","Southern Africa","2012",47,2012-11-25,0,0,0,0,0,0,0,169,0,0,18902800923.7143,0
"4582","Southern Africa","2012",48,2012-12-02,4,0,0,0,0,1,3,156,0.00641025641025641,0.0192307692307692,18902800923.7143,2.11608851838557e-05
"4583","Southern Africa","2012",49,2012-12-09,0,0,0,0,0,0,0,45,0,0,18902800923.7143,0
"4584","Southern Africa","2012",50,2012-12-16,0,0,0,0,0,0,0,129,0,0,18902800923.7143,0
"4585","Southern Africa","2012",51,2012-12-23,0,0,0,0,0,0,0,89,0,0,18902800923.7143,0
"4586","Southern Africa","2012",52,2012-12-30,0,0,0,0,0,0,0,12,0,0,18902800923.7143,0
"4587","Southern Africa","2013",1,2013-01-06,5,0,2,0,1,3,2,18,0.166666666666667,0.111111111111111,18902800923.7143,2.64511064798197e-05
"4588","Southern Africa","2013",2,2013-01-13,3,0,0,0,1,1,2,102,0.00980392156862745,0.0196078431372549,18902800923.7143,1.58706638878918e-05
"4589","Southern Africa","2013",3,2013-01-20,1,0,0,0,1,1,0,93,0.010752688172043,0,18902800923.7143,5.29022129596393e-06
"4590","Southern Africa","2013",4,2013-01-27,3,0,0,0,3,3,0,114,0.0263157894736842,0,18902800923.7143,1.58706638878918e-05
"4591","Southern Africa","2013",5,2013-02-03,2,0,0,0,1,1,1,182,0.00549450549450549,0.00549450549450549,18902800923.7143,1.05804425919279e-05
"4592","Southern Africa","2013",6,2013-02-10,3,0,0,0,3,3,0,108,0.0277777777777778,0,18902800923.7143,1.58706638878918e-05
"4593","Southern Africa","2013",7,2013-02-17,0,0,0,0,0,0,0,116,0,0,18902800923.7143,0
"4594","Southern Africa","2013",8,2013-02-24,3,0,0,0,3,3,0,112,0.0267857142857143,0,18902800923.7143,1.58706638878918e-05
"4595","Southern Africa","2013",9,2013-03-03,0,0,0,0,0,0,0,99,0,0,18902800923.7143,0
"4596","Southern Africa","2013",10,2013-03-10,5,0,1,0,4,5,0,139,0.0359712230215827,0,18902800923.7143,2.64511064798197e-05
"4597","Southern Africa","2013",11,2013-03-17,1,0,0,0,1,1,0,117,0.00854700854700855,0,18902800923.7143,5.29022129596393e-06
"4598","Southern Africa","2013",12,2013-03-24,0,0,0,0,0,0,0,103,0,0,18902800923.7143,0
"4599","Southern Africa","2013",13,2013-03-31,1,0,0,0,1,1,0,93,0.010752688172043,0,18902800923.7143,5.29022129596393e-06
"4600","Southern Africa","2013",14,2013-04-07,1,0,0,0,1,1,0,97,0.0103092783505155,0,18902800923.7143,5.29022129596393e-06
"4601","Southern Africa","2013",15,2013-04-14,3,0,0,0,3,3,0,151,0.0198675496688742,0,18902800923.7143,1.58706638878918e-05
"4602","Southern Africa","2013",16,2013-04-21,7,0,2,0,5,7,0,155,0.0451612903225806,0,18902800923.7143,3.70315490717475e-05
"4603","Southern Africa","2013",17,2013-04-28,7,0,1,0,5,6,1,162,0.037037037037037,0.00617283950617284,18902800923.7143,3.70315490717475e-05
"4604","Southern Africa","2013",18,2013-05-05,13,0,1,0,12,13,0,142,0.0915492957746479,0,18902800923.7143,6.87728768475311e-05
"4605","Southern Africa","2013",19,2013-05-12,28,0,0,0,28,28,0,133,0.210526315789474,0,18902800923.7143,0.00014812619628699
"4606","Southern Africa","2013",20,2013-05-19,42,0,1,0,41,42,0,230,0.182608695652174,0,18902800923.7143,0.000222189294430485
"4607","Southern Africa","2013",21,2013-05-26,80,0,4,0,70,74,6,305,0.242622950819672,0.019672131147541,18902800923.7143,0.000423217703677115
"4608","Southern Africa","2013",22,2013-06-02,98,0,2,0,96,98,0,343,0.285714285714286,0,18902800923.7143,0.000518441687004465
"4609","Southern Africa","2013",23,2013-06-09,139,0,6,0,133,139,0,406,0.342364532019704,0,18902800923.7143,0.000735340760138987
"4610","Southern Africa","2013",24,2013-06-16,129,0,7,0,122,129,0,377,0.342175066312997,0,18902800923.7143,0.000682438547179347
"4611","Southern Africa","2013",25,2013-06-23,103,0,3,0,100,103,0,301,0.3421926910299,0,18902800923.7143,0.000544892793484285
"4612","Southern Africa","2013",26,2013-06-30,101,0,12,0,85,97,4,360,0.269444444444444,0.0111111111111111,18902800923.7143,0.000534312350892357
"4613","Southern Africa","2013",27,2013-07-07,64,0,15,0,47,62,2,321,0.193146417445483,0.00623052959501558,18902800923.7143,0.000338574162941692
"4614","Southern Africa","2013",28,2013-07-14,39,0,10,0,28,38,1,252,0.150793650793651,0.00396825396825397,18902800923.7143,0.000206318630542593
"4615","Southern Africa","2013",29,2013-07-21,26,0,7,0,15,22,4,278,0.079136690647482,0.0143884892086331,18902800923.7143,0.000137545753695062
"4616","Southern Africa","2013",30,2013-07-28,27,0,6,0,19,25,2,308,0.0811688311688312,0.00649350649350649,18902800923.7143,0.000142835974991026
"4617","Southern Africa","2013",31,2013-08-04,35,0,20,0,12,32,3,303,0.105610561056106,0.0099009900990099,18902800923.7143,0.000185157745358738
"4618","Southern Africa","2013",32,2013-08-11,41,0,22,0,10,32,9,219,0.146118721461187,0.0410958904109589,18902800923.7143,0.000216899073134521
"4619","Southern Africa","2013",33,2013-08-18,38,0,17,0,12,30,8,291,0.103092783505155,0.0274914089347079,18902800923.7143,0.000201028409246629
"4620","Southern Africa","2013",34,2013-08-25,35,0,25,0,5,30,5,245,0.122448979591837,0.0204081632653061,18902800923.7143,0.000185157745358738
"4621","Southern Africa","2013",35,2013-09-01,56,0,25,0,8,33,23,245,0.13469387755102,0.0938775510204082,18902800923.7143,0.00029625239257398
"4622","Southern Africa","2013",36,2013-09-08,27,0,14,0,1,15,12,194,0.077319587628866,0.0618556701030928,18902800923.7143,0.000142835974991026
"4623","Southern Africa","2013",37,2013-09-15,29,0,13,0,6,19,10,150,0.126666666666667,0.0666666666666667,18902800923.7143,0.000153416417582954
"4624","Southern Africa","2013",38,2013-09-22,32,0,17,0,3,20,12,162,0.123456790123457,0.0740740740740741,18902800923.7143,0.000169287081470846
"4625","Southern Africa","2013",39,2013-09-29,32,0,17,0,3,20,12,162,0.123456790123457,0.0740740740740741,18902800923.7143,0.000169287081470846
"4626","Southern Africa","2013",40,2013-10-06,20,0,12,0,1,13,7,109,0.119266055045872,0.0642201834862385,18902800923.7143,0.000105804425919279
"4627","Southern Africa","2013",41,2013-10-13,12,0,2,0,0,2,10,124,0.0161290322580645,0.0806451612903226,18902800923.7143,6.34826555515672e-05
"4628","Southern Africa","2013",42,2013-10-20,11,0,1,0,0,1,10,100,0.01,0.1,18902800923.7143,5.81924342556033e-05
"4629","Southern Africa","2013",43,2013-10-27,14,0,2,0,0,2,12,103,0.0194174757281553,0.116504854368932,18902800923.7143,7.40630981434951e-05
"4630","Southern Africa","2013",44,2013-11-03,15,0,1,0,0,1,14,71,0.0140845070422535,0.197183098591549,18902800923.7143,7.9353319439459e-05
"4631","Southern Africa","2013",45,2013-11-10,12,0,1,0,0,1,11,135,0.00740740740740741,0.0814814814814815,18902800923.7143,6.34826555515672e-05
"4632","Southern Africa","2013",46,2013-11-17,12,0,0,0,0,0,12,75,0,0.16,18902800923.7143,6.34826555515672e-05
"4633","Southern Africa","2013",47,2013-11-24,2,0,0,0,0,0,2,76,0,0.0263157894736842,18902800923.7143,1.05804425919279e-05
"4634","Southern Africa","2013",48,2013-12-01,2,0,1,0,0,1,1,88,0.0113636363636364,0.0113636363636364,18902800923.7143,1.05804425919279e-05
"4635","Southern Africa","2013",49,2013-12-08,1,0,0,0,0,0,1,51,0,0.0196078431372549,18902800923.7143,5.29022129596393e-06
"4636","Southern Africa","2013",50,2013-12-15,1,0,0,0,0,0,1,60,0,0.0166666666666667,18902800923.7143,5.29022129596393e-06
"4637","Southern Africa","2013",51,2013-12-22,1,0,0,0,1,1,0,43,0.0232558139534884,0,18902800923.7143,5.29022129596393e-06
"4638","Southern Africa","2013",52,2013-12-29,0,0,0,0,0,0,0,3,0,0,18902800923.7143,0
"4639","Southern Africa","2014",1,2014-01-05,0,0,0,0,0,0,0,6,0,0,18902800923.7143,0
"4640","Southern Africa","2014",2,2014-01-12,3,0,1,0,0,1,2,61,0.0163934426229508,0.0327868852459016,18902800923.7143,1.58706638878918e-05
"4641","Southern Africa","2014",3,2014-01-19,1,0,1,0,0,1,0,25,0.04,0,18902800923.7143,5.29022129596393e-06
"4642","Southern Africa","2014",4,2014-01-26,1,0,0,0,0,0,1,39,0,0.0256410256410256,18902800923.7143,5.29022129596393e-06
"4643","Southern Africa","2014",5,2014-02-02,0,0,0,0,0,0,0,72,0,0,18902800923.7143,0
"4644","Southern Africa","2014",6,2014-02-09,2,0,0,0,2,2,0,47,0.0425531914893617,0,18902800923.7143,1.05804425919279e-05
"4645","Southern Africa","2014",7,2014-02-16,0,0,0,0,0,0,0,138,0,0,18902800923.7143,0
"4646","Southern Africa","2014",8,2014-02-23,2,0,0,0,2,2,0,112,0.0178571428571429,0,18902800923.7143,1.05804425919279e-05
"4647","Southern Africa","2014",9,2014-03-02,1,0,0,0,0,0,1,68,0,0.0147058823529412,18902800923.7143,5.29022129596393e-06
"4648","Southern Africa","2014",10,2014-03-09,1,0,0,0,0,0,1,77,0,0.012987012987013,18902800923.7143,5.29022129596393e-06
"4649","Southern Africa","2014",11,2014-03-16,0,0,0,0,0,0,0,84,0,0,18902800923.7143,0
"4650","Southern Africa","2014",12,2014-03-23,0,0,0,0,0,0,0,88,0,0,18902800923.7143,0
"4651","Southern Africa","2014",13,2014-03-30,6,0,1,0,1,2,4,108,0.0185185185185185,0.037037037037037,18902800923.7143,3.17413277757836e-05
"4652","Southern Africa","2014",14,2014-04-06,3,0,1,0,0,1,2,88,0.0113636363636364,0.0227272727272727,18902800923.7143,1.58706638878918e-05
"4653","Southern Africa","2014",15,2014-04-13,0,0,0,0,0,0,0,93,0,0,18902800923.7143,0
"4654","Southern Africa","2014",16,2014-04-20,3,0,0,0,1,1,2,89,0.0112359550561798,0.0224719101123595,18902800923.7143,1.58706638878918e-05
"4655","Southern Africa","2014",17,2014-04-27,0,0,0,0,0,0,0,91,0,0,18902800923.7143,0
"4656","Southern Africa","2014",18,2014-05-04,2,0,2,0,0,2,0,43,0.0465116279069767,0,18902800923.7143,1.05804425919279e-05
"4657","Southern Africa","2014",19,2014-05-11,1,0,1,0,0,1,0,78,0.0128205128205128,0,18902800923.7143,5.29022129596393e-06
"4658","Southern Africa","2014",20,2014-05-18,12,0,7,0,5,12,0,110,0.109090909090909,0,18902800923.7143,6.34826555515672e-05
"4659","Southern Africa","2014",21,2014-05-25,7,0,4,0,3,7,0,149,0.0469798657718121,0,18902800923.7143,3.70315490717475e-05
"4660","Southern Africa","2014",22,2014-06-01,10,0,6,0,3,9,1,141,0.0638297872340425,0.00709219858156028,18902800923.7143,5.29022129596393e-05
"4661","Southern Africa","2014",23,2014-06-08,20,0,16,0,2,19,1,176,0.107954545454545,0.00568181818181818,18902800923.7143,0.000105804425919279
"4662","Southern Africa","2014",24,2014-06-15,26,0,20,0,5,25,1,200,0.125,0.005,18902800923.7143,0.000137545753695062
"4663","Southern Africa","2014",25,2014-06-22,52,0,51,0,1,52,0,245,0.212244897959184,0,18902800923.7143,0.000275091507390125
"4664","Southern Africa","2014",26,2014-06-29,67,0,65,0,2,67,0,216,0.310185185185185,0,18902800923.7143,0.000354444826829584
"4665","Southern Africa","2014",27,2014-07-06,75,0,72,0,3,75,0,235,0.319148936170213,0,18902800923.7143,0.000396766597197295
"4666","Southern Africa","2014",28,2014-07-13,51,0,49,0,2,51,0,180,0.283333333333333,0,18902800923.7143,0.000269801286094161
"4667","Southern Africa","2014",29,2014-07-20,68,0,50,0,12,62,6,242,0.256198347107438,0.0247933884297521,18902800923.7143,0.000359735048125547
"4668","Southern Africa","2014",30,2014-07-27,59,0,43,0,7,50,9,265,0.188679245283019,0.0339622641509434,18902800923.7143,0.000312123056461872
"4669","Southern Africa","2014",31,2014-08-03,72,0,52,0,11,63,9,191,0.329842931937173,0.0471204188481675,18902800923.7143,0.000380895933309403
"4670","Southern Africa","2014",32,2014-08-10,89,0,63,0,7,70,19,254,0.275590551181102,0.0748031496062992,18902800923.7143,0.00047082969534079
"4671","Southern Africa","2014",33,2014-08-17,69,0,47,0,8,55,14,215,0.255813953488372,0.0651162790697674,18902800923.7143,0.000365025269421511
"4672","Southern Africa","2014",34,2014-08-24,29,0,15,0,3,18,11,130,0.138461538461538,0.0846153846153846,18902800923.7143,0.000153416417582954
"4673","Southern Africa","2014",35,2014-08-31,30,0,20,0,1,21,9,251,0.0836653386454183,0.0358565737051793,18902800923.7143,0.000158706638878918
"4674","Southern Africa","2014",36,2014-09-07,20,0,11,0,1,12,8,208,0.0576923076923077,0.0384615384615385,18902800923.7143,0.000105804425919279
"4675","Southern Africa","2014",37,2014-09-14,23,0,6,0,0,6,17,215,0.027906976744186,0.0790697674418605,18902800923.7143,0.00012167508980717
"4676","Southern Africa","2014",38,2014-09-21,21,0,7,0,0,7,14,180,0.0388888888888889,0.0777777777777778,18902800923.7143,0.000111094647215243
"4677","Southern Africa","2014",39,2014-09-28,8,0,6,0,0,6,2,145,0.0413793103448276,0.0137931034482759,18902800923.7143,4.23217703677115e-05
"4678","Southern Africa","2014",40,2014-10-05,2,0,0,0,1,1,1,117,0.00854700854700855,0.00854700854700855,18902800923.7143,1.05804425919279e-05
"4679","Southern Africa","2014",41,2014-10-12,2,0,2,0,0,2,0,143,0.013986013986014,0,18902800923.7143,1.05804425919279e-05
"4680","Southern Africa","2014",42,2014-10-19,0,0,0,0,0,0,0,122,0,0,18902800923.7143,0
"4681","Southern Africa","2014",43,2014-10-26,0,0,0,0,0,0,0,82,0,0,18902800923.7143,0
"4682","Southern Africa","2014",44,2014-11-02,1,0,0,0,0,0,1,35,0,0.0285714285714286,18902800923.7143,5.29022129596393e-06
"4683","Southern Africa","2014",45,2014-11-09,2,0,0,0,0,0,2,55,0,0.0363636363636364,18902800923.7143,1.05804425919279e-05
"4684","Southern Africa","2014",46,2014-11-16,1,0,0,0,0,0,1,72,0,0.0138888888888889,18902800923.7143,5.29022129596393e-06
"4685","Southern Africa","2014",47,2014-11-23,0,0,0,0,0,0,0,82,0,0,18902800923.7143,0
"4686","Southern Africa","2014",48,2014-11-30,0,0,0,0,0,0,0,92,0,0,18902800923.7143,0
"4687","Southern Africa","2014",49,2014-12-07,0,0,0,0,0,0,0,31,0,0,18902800923.7143,0
